Plot Title: Cowan Cummunity Center,,,,,,,
#,"Date Time, GMT-05:00","Wind Direction, ø (LGR S/N: 21920235, SEN S/N: 21873582)","Wind Speed, mph (LGR S/N: 21920235, SEN S/N: 21877366)","Gust Speed, mph (LGR S/N: 21920235, SEN S/N: 21877366)","Temp, °F (LGR S/N: 21920235, SEN S/N: 21901390)","RH, % (LGR S/N: 21920235, SEN S/N: 21901390)","Rain, in (LGR S/N: 21920235, SEN S/N: 21920227)"
1,11-08-24 14:07,230.2,0,0,58.701,93.225,
2,11-08-24 14:22,241.5,0,2.26,58.509,91.344,0
3,11-08-24 14:37,40.7,0,1.12,58.701,94.662,0
4,11-08-24 14:52,37.9,0,1.12,58.199,92.996,0
5,11-08-24 15:07,35.1,0,0,58.469,92.386,0
6,11-08-24 15:22,351,0,0,57.002,95.448,0
7,11-08-24 15:37,351,0,0,55.227,97.169,0
8,11-08-24 15:52,351,0,0,53.413,97.967,0
9,11-08-24 16:07,351,0,0,52.293,98.593,0
10,11-08-24 16:22,349.6,0,0,51.289,98.705,0
11,11-08-24 16:37,349.6,0,0,50.634,98.933,0
12,11-08-24 16:52,351,0,0,50.324,99.016,0
13,11-08-24 17:07,351,0,0,49.784,99.129,0
14,11-08-24 17:22,351,0,0,49.629,99.426,0
15,11-08-24 17:37,351,0,0,49.629,99.55,0
16,11-08-24 17:52,351,0,0,49.667,99.593,0
17,11-08-24 18:07,351,0,0,49.167,99.638,0
18,11-08-24 18:22,349.6,0,0,49.204,99.673,0
19,11-08-24 18:37,349.6,0,0,49.359,99.783,0
20,11-08-24 18:52,349.6,0,1.12,49.242,99.934,0
21,11-08-24 19:07,256.9,0,1.12,48.78,99.95,0
22,11-08-24 19:22,255.5,0,0,49.012,99.997,0
23,11-08-24 19:37,255.5,0,0,49.012,99.997,0
24,11-08-24 19:52,255.5,0,1.12,48.972,99.995,0
25,11-08-24 20:07,255.5,0,0,48.742,99.997,0
26,11-08-24 20:22,255.5,0,0,48.123,99.997,0
27,11-08-24 20:37,255.5,0,0,47.467,99.997,0
28,11-08-24 20:52,256.9,0,0,46.81,99.997,0
29,11-08-24 21:07,324.3,0,1.12,45.808,99.997,0
30,11-08-24 21:22,324.3,0,0,45.498,99.997,0
31,11-08-24 21:37,324.3,0,0,45.151,99.997,0
32,11-08-24 21:52,262.5,0,1.12,44.919,99.997,0
33,11-08-24 22:07,256.9,0,0,44.416,99.997,0
34,11-08-24 22:22,247.1,0,0,43.954,99.997,0
35,11-08-24 22:37,247.1,0,1.12,43.916,99.997,0
36,11-08-24 22:52,247.1,0,2.26,43.491,99.997,0
37,11-08-24 23:07,286.4,0,1.12,43.799,99.858,0
38,11-08-24 23:22,259.7,0,2.26,44.146,99.719,0
39,11-08-24 23:37,254.1,0,0,45.653,97.737,0
40,11-08-24 23:52,238.7,0,0,52.525,88.885,0
41,11-09-24 0:07,237.3,0,1.12,54.957,81.056,0
42,11-09-24 0:22,237.3,0,1.12,59.241,73.098,0
43,11-09-24 0:37,190.9,0,3.38,63.72,58.451,0
44,11-09-24 0:52,230.2,0,2.26,67.156,42.016,0
45,11-09-24 1:07,237.3,0,3.38,67.62,39.704,0
46,11-09-24 1:22,220.4,0,0,68.508,39.219,0
47,11-09-24 1:37,237.3,0,2.26,69.472,34.946,0
48,11-09-24 1:52,214.8,0,2.26,69.588,41.347,0
49,11-09-24 2:07,217.6,0,2.26,72.986,33.616,0
50,11-09-24 2:22,190.9,0,1.12,73.256,40.072,0
51,11-09-24 2:37,304.7,0,0,68.623,56.573,0
52,11-09-24 2:52,303.2,0,0,64.724,57.392,0
53,11-09-24 3:07,303.2,0,0,64.686,67.25,0
54,11-09-24 3:22,303.2,0,0,63.797,69.516,0
55,11-09-24 3:37,303.2,0,0,61.288,77.084,0
56,11-09-24 3:52,303.2,0,0,58.933,82.481,0
57,11-09-24 4:07,303.2,0,0,57.234,85.91,0
58,11-09-24 4:22,303.2,0,0,56.347,87.329,0
59,11-09-24 4:37,303.2,0,0,55.497,89.796,0
60,11-09-24 4:52,303.2,0,0,55.767,88.89,0
61,11-09-24 5:07,303.2,0,0,55.882,89.058,0
62,11-09-24 5:22,303.2,0,0,54.918,90.55,0
63,11-09-24 5:37,293.4,0,1.12,54.995,89.201,0
64,11-09-24 5:52,251.3,0,3.38,56.385,85.931,0
65,11-09-24 6:07,227.4,1.12,6.76,63.874,70.436,0
66,11-09-24 6:22,247.1,0,5.64,68.045,55.035,0
67,11-09-24 6:37,202.2,1.12,6.76,68.43,48.74,0
68,11-09-24 6:52,188.1,1.12,5.64,67.426,46.882,0
69,11-09-24 7:07,157.2,0,6.76,66.963,48.022,0
70,11-09-24 7:22,199.4,1.12,14.63,67.273,47.144,0
71,11-09-24 7:37,110.9,2.26,13.51,66.461,47.385,0
72,11-09-24 7:52,44.9,1.12,11.25,65.921,51.167,0
73,11-09-24 8:07,32.3,1.12,10.13,64.492,57.873,0
74,11-09-24 8:22,349.6,0,5.64,62.91,61.132,0
75,11-09-24 8:37,32.3,0,3.38,60.555,68.983,0
76,11-09-24 8:52,0,0,5.64,62.562,60.443,0
77,11-09-24 9:07,46.3,0,1.12,60.825,66.081,0
78,11-09-24 9:22,2.8,0,10.13,63.644,53.973,0
79,11-09-24 9:37,33.7,0,4.5,62.33,61.079,0
80,11-09-24 9:52,11.2,0,2.26,62.33,62.036,0
81,11-09-24 10:07,349.6,0,1.12,60.208,69.406,0
82,11-09-24 10:22,4.2,0,2.26,60.053,68.969,0
83,11-09-24 10:37,14,0,3.38,62.022,62.251,0
84,11-09-24 10:52,16.8,0,9.01,65.304,53.983,0
85,11-09-24 11:07,19.7,1.12,9.01,64.956,57.594,0
86,11-09-24 11:22,223.2,2.26,13.51,66.771,49.523,0
87,11-09-24 11:37,164.3,2.26,9.01,68.392,48.182,0
88,11-09-24 11:52,342.6,0,5.64,68.43,52.587,0
89,11-09-24 12:07,136.2,1.12,11.25,67.698,51.53,0
90,11-09-24 12:22,314.5,0,6.76,68.932,54.577,0
91,11-09-24 12:37,99.7,1.12,9.01,70.322,51.542,0
92,11-09-24 12:52,80,1.12,9.01,70.012,53.819,0
93,11-09-24 13:07,92.7,0,6.76,70.284,55.563,0
94,11-09-24 13:22,95.5,1.12,6.76,71.866,54.519,0
95,11-09-24 13:37,101.1,1.12,10.13,71.557,52.824,0
96,11-09-24 13:52,169.9,1.12,7.87,72.754,52.789,0
97,11-09-24 14:07,96.9,0,6.76,71.827,52.999,0
98,11-09-24 14:22,137.6,1.12,9.01,72.946,52.02,0
99,11-09-24 14:37,122.1,1.12,10.13,72.252,53.938,0
100,11-09-24 14:52,108.1,2.26,7.87,71.132,54.839,0
101,11-09-24 15:07,101.1,1.12,9.01,71.056,56.976,0
102,11-09-24 15:22,147.4,0,4.5,70.167,61.569,0
103,11-09-24 15:37,82.8,0,1.12,67.35,68.251,0
104,11-09-24 15:52,112.3,0,2.26,66.578,69.029,0
105,11-09-24 16:07,144.6,0,3.38,67.388,66.854,0
106,11-09-24 16:22,198,0,1.12,64.531,72.439,0
107,11-09-24 16:37,300.4,0,1.12,62.677,77.087,0
108,11-09-24 16:52,150.2,0,3.38,65.304,68.879,0
109,11-09-24 17:07,235.9,0,2.26,65.574,69.052,0
110,11-09-24 17:22,154.4,0,5.64,67.388,66.392,0
111,11-09-24 17:37,154.4,1.12,7.87,67.465,67.456,0
112,11-09-24 17:52,122.1,0,1.12,63.837,75.734,0
113,11-09-24 18:07,171.3,0,9.01,66.808,70.394,0
114,11-09-24 18:22,150.2,0,6.76,66.808,70.175,0
115,11-09-24 18:37,164.3,0,4.5,66.306,72.221,0
116,11-09-24 18:52,126.4,0,1.12,60.708,94.301,0
117,11-09-24 19:07,349.6,0,6.76,60.4,95.608,0
118,11-09-24 19:22,348.2,0,3.38,60.361,96.895,0
119,11-09-24 19:37,22.5,0,4.5,63.102,86.957,0
120,11-09-24 19:52,18.3,0,2.26,60.555,97.066,0
121,11-09-24 20:07,18.3,0,1.12,60.516,97.902,0.04
122,11-09-24 20:22,28.1,0,0,60.516,98.328,0
123,11-09-24 20:37,28.1,0,0,60.4,98.506,0
124,11-09-24 20:52,29.5,0,0,60.361,98.737,0
125,11-09-24 21:07,29.5,0,2.26,60.555,99.126,0.04
126,11-09-24 21:22,193.7,0,0,60.516,99.088,0
127,11-09-24 21:37,193.7,0,0,60.478,99.226,0.01
128,11-09-24 21:52,193.7,0,0,60.478,99.394,0
129,11-09-24 22:07,193.7,0,0,60.438,99.414,0
130,11-09-24 22:22,193.7,0,0,60.053,99.496,0
131,11-09-24 22:37,193.7,0,0,59.86,99.577,0
132,11-09-24 22:52,193.7,0,0,59.938,99.628,0
133,11-09-24 23:07,193.7,0,0,60.246,99.619,0
134,11-09-24 23:22,193.7,0,0,60.438,99.474,0
135,11-09-24 23:37,193.7,0,0,61.018,97.633,0
136,11-09-24 23:52,193.7,0,0,61.405,96.832,0
137,11-10-24 0:07,172.7,0,2.26,64.686,85.411,0
138,11-10-24 0:22,182.5,0,6.76,68.893,71.667,0
139,11-10-24 0:37,175.5,0,4.5,66.731,72.331,0
140,11-10-24 0:52,181.1,0,5.64,65.728,71.447,0
141,11-10-24 1:07,223.2,0,5.64,68.353,63.038,0
142,11-10-24 1:22,199.4,0,2.26,69.742,60.703,0
143,11-10-24 1:37,212,1.12,7.87,71.519,50.347,0
144,11-10-24 1:52,147.4,0,3.38,68.43,54.903,0
145,11-10-24 2:07,54.8,0,4.5,68.932,52.546,0
146,11-10-24 2:22,217.6,0,5.64,72.871,44.909,0
147,11-10-24 2:37,150.2,0,4.5,71.404,48.151,0
148,11-10-24 2:52,262.5,0,3.38,66.731,58.106,0
149,11-10-24 3:07,322.9,0,2.26,65.226,56.724,0
150,11-10-24 3:22,0,0,2.26,61.21,71.008,0
151,11-10-24 3:37,352.4,0,1.12,58.818,79.016,0
152,11-10-24 3:52,352.4,0,0,56.424,85.19,0
153,11-10-24 4:07,352.4,0,0,54.34,88.962,0
154,11-10-24 4:22,352.4,0,0,52.678,91.17,0
155,11-10-24 4:37,352.4,0,0,51.791,92.044,0
156,11-10-24 4:52,352.4,0,0,50.594,94.965,0
157,11-10-24 5:07,351,0,0,49.437,95.72,0
158,11-10-24 5:22,351,0,0,48.547,96.396,0
159,11-10-24 5:37,351,0,0,48.085,97.151,0
160,11-10-24 5:52,351,0,0,47.428,97.746,0
161,11-10-24 6:07,352.4,0,0,46.773,98.195,0
162,11-10-24 6:22,352.4,0,0,46.308,98.524,0
163,11-10-24 6:37,352.4,0,0,45.73,98.535,0
164,11-10-24 6:52,352.4,0,0,45.189,98.868,0
165,11-10-24 7:07,352.4,0,0,44.688,99.007,0
166,11-10-24 7:22,352.4,0,0,44.688,99.348,0
167,11-10-24 7:37,352.4,0,0,44.571,99.284,0
168,11-10-24 7:52,352.4,0,0,43.954,99.281,0
169,11-10-24 8:07,352.4,0,0,43.182,99.405,0
170,11-10-24 8:22,352.4,0,0,42.602,99.538,0
171,11-10-24 8:37,352.4,0,0,42.526,99.747,0
172,11-10-24 8:52,352.4,0,0,41.947,99.762,0
173,11-10-24 9:07,352.4,0,0,41.29,99.844,0
174,11-10-24 9:22,352.4,0,0,41.02,99.954,0
175,11-10-24 9:37,352.4,0,0,40.75,99.997,0
176,11-10-24 9:52,352.4,0,0,40.788,99.997,0
177,11-10-24 10:07,352.4,0,0,42.255,99.997,0
178,11-10-24 10:22,352.4,0,0,43.221,99.997,0
179,11-10-24 10:37,352.4,0,0,43.606,99.719,0
180,11-10-24 10:52,352.4,0,0,44.263,98.764,0
181,11-10-24 11:07,352.4,0,0,45.151,98.502,0
182,11-10-24 11:22,352.4,0,0,46.386,97.176,0
183,11-10-24 11:37,352.4,0,1.12,47.622,91.051,0
184,11-10-24 11:52,301.8,0,2.26,49.629,84.077,0
185,11-10-24 12:07,226,0,3.38,50.517,79.597,0
186,11-10-24 12:22,252.7,0,4.5,55.035,69.461,0
187,11-10-24 12:37,241.5,0,3.38,58.624,61.787,0
188,11-10-24 12:52,162.9,0,5.64,59.513,58.845,0
189,11-10-24 13:07,233.1,0,4.5,60.4,58.532,0
190,11-10-24 13:22,254.1,0,3.38,58.624,55.831,0
191,11-10-24 13:37,210.6,1.12,7.87,58.818,56.982,0
192,11-10-24 13:52,223.2,0,4.5,61.133,49.853,0
193,11-10-24 14:07,314.5,0,6.76,61.558,47.646,0
194,11-10-24 14:22,247.1,0,2.26,63.489,44.996,0
195,11-10-24 14:37,202.2,0,4.5,62.447,46.654,0
196,11-10-24 14:52,285,1.12,9.01,59.898,46.6,0
197,11-10-24 15:07,247.1,0,3.38,57.582,47.616,0
198,11-10-24 15:22,348.2,0,2.26,54.03,60.209,0
199,11-10-24 15:37,14,0,1.12,51.444,71.267,0
200,11-10-24 15:52,0,0,0,48.819,77.385,0
201,11-10-24 16:07,0,0,0,46.038,84.338,0
202,11-10-24 16:22,0,0,0,44.379,87.379,0
203,11-10-24 16:37,0,0,0,42.989,89.737,0
204,11-10-24 16:52,0,0,0,41.869,91.724,0
205,11-10-24 17:07,0,0,0,40.982,93.452,0
206,11-10-24 17:22,0,0,0,40.132,93.823,0
207,11-10-24 17:37,0,0,0,39.128,94.894,0
208,11-10-24 17:52,0,0,0,38.781,95.981,0
209,11-10-24 18:07,1.4,0,0,38.471,94.981,0
210,11-10-24 18:22,1.4,0,0,37.623,95.976,0
211,11-10-24 18:37,1.4,0,0,36.928,97.44,0
212,11-10-24 18:52,1.4,0,0,36.079,97.675,0
213,11-10-24 19:07,1.4,0,0,36.309,98.291,0
214,11-10-24 19:22,1.4,0,0,35.769,98.508,0
215,11-10-24 19:37,1.4,0,0,35.307,98.663,0
216,11-10-24 19:52,1.4,0,0,35.499,99.062,0
217,11-10-24 20:07,209.2,0,1.12,35.307,98.428,0
218,11-10-24 20:22,224.6,0,1.12,35.307,98.534,0
219,11-10-24 20:37,226,0,0,35.422,98.396,0
220,11-10-24 20:52,219,0,0,35.037,98.585,0
221,11-10-24 21:07,235.9,0,0,34.65,98.567,0
222,11-10-24 21:22,235.9,0,1.12,34.534,98.982,0
223,11-10-24 21:37,220.4,0,0,34.187,98.68,0
224,11-10-24 21:52,220.4,0,0,33.877,99.139,0
225,11-10-24 22:07,220.4,0,0,33.723,99.252,0
226,11-10-24 22:22,220.4,0,0,33.8,99.234,0
227,11-10-24 22:37,220.4,0,0,33.685,99.303,0
228,11-10-24 22:52,244.3,0,0,34.342,99.254,0
229,11-10-24 23:07,240.1,0,0,34.804,98.819,0
230,11-10-24 23:22,240.1,0,0,35.307,98.84,0
231,11-10-24 23:37,231.6,0,0,37.276,97.124,0
232,11-10-24 23:52,189.5,0,3.38,45.73,86.101,0
233,11-11-24 0:07,175.5,0,2.26,54.687,72.935,0
234,11-11-24 0:22,355.2,0,6.76,63.797,42.461,0
235,11-11-24 0:37,230.2,1.12,6.76,66.578,38.528,0
236,11-11-24 0:52,189.5,1.12,11.25,67.311,35.921,0
237,11-11-24 1:07,219,1.12,7.87,68.083,36.356,0
238,11-11-24 1:22,220.4,0,5.64,67.195,37.099,0
239,11-11-24 1:37,265.3,1.12,6.76,70.052,33.129,0
240,11-11-24 1:52,268.1,1.12,6.76,69.165,34.343,0
241,11-11-24 2:07,224.6,1.12,7.87,70.707,31.655,0
242,11-11-24 2:22,255.5,0,5.64,67.465,35.148,0
243,11-11-24 2:37,9.8,1.12,5.64,67.001,34.659,0
244,11-11-24 2:52,165.7,0,4.5,66.384,35.282,0
245,11-11-24 3:07,2.8,0,3.38,64.144,40.282,0
246,11-11-24 3:22,26.7,0,5.64,62.677,41.109,0
247,11-11-24 3:37,317.3,0,1.12,59.166,51.514,0
248,11-11-24 3:52,251.3,0,1.12,55.112,61.678,0
249,11-11-24 4:07,64.6,0,4.5,54.84,62.162,0
250,11-11-24 4:22,240.1,0,1.12,53.451,65.217,0
251,11-11-24 4:37,12.6,0,3.38,55.035,59.91,0
252,11-11-24 4:52,318.7,0,3.38,54.995,56.893,0
253,11-11-24 5:07,94.1,2.26,11.25,61.945,35.268,0
254,11-11-24 5:22,313.1,1.12,9.01,61.983,34.868,0
255,11-11-24 5:37,308.9,1.12,11.25,60.863,34.17,0
256,11-11-24 5:52,327.1,1.12,7.87,59.011,40.534,0
257,11-11-24 6:07,336.9,1.12,11.25,60.361,30.97,0
258,11-11-24 6:22,351,0,3.38,58.239,33.602,0
259,11-11-24 6:37,348.2,1.12,10.13,59.319,25.196,0
260,11-11-24 6:52,71.6,1.12,7.87,58.741,26.571,0
261,11-11-24 7:07,66,1.12,11.25,57.659,32.215,0
262,11-11-24 7:22,50.5,3.38,13.51,52.678,48.653,0
263,11-11-24 7:37,75.8,2.26,19.15,53.026,52.747,0.01
264,11-11-24 7:52,167.1,2.26,12.39,53.683,52.647,0
265,11-11-24 8:07,223.2,2.26,15.77,51.366,69.679,0.01
266,11-11-24 8:22,108.1,3.38,14.63,51.019,72.105,0.01
267,11-11-24 8:37,183.9,3.38,16.89,50.247,77.879,0.02
268,11-11-24 8:52,217.6,2.26,11.25,50.247,80.859,0.01
269,11-11-24 9:07,153,3.38,16.89,51.366,77.771,0.01
270,11-11-24 9:22,147.4,3.38,13.51,50.634,81.825,0.02
271,11-11-24 9:37,137.6,0,9.01,49.977,87.021,0
272,11-11-24 9:52,210.6,3.38,15.77,53.335,74.788,0
273,11-11-24 10:07,231.6,3.38,13.51,54.3,72.352,0
274,11-11-24 10:22,153,2.26,18.01,53.451,77.789,0.03
275,11-11-24 10:37,162.9,2.26,12.39,52.176,87.691,0.09
276,11-11-24 10:52,355.2,1.12,6.76,50.594,91.191,0.07
277,11-11-24 11:07,94.1,0,5.64,49.474,97.115,0.09
278,11-11-24 11:22,25.3,0,0,49.784,98.25,0.09
279,11-11-24 11:37,205,0,4.5,50.247,93.017,0.04
280,11-11-24 11:52,33.7,0,6.76,49.784,97.148,0.05
281,11-11-24 12:07,40.7,0,1.12,50.479,97.87,0
282,11-11-24 12:22,120.7,0,2.26,50.826,97.797,0
283,11-11-24 12:37,285,0,1.12,52.216,97.116,0.01
284,11-11-24 12:52,169.9,0,7.87,53.413,89.859,0
285,11-11-24 13:07,133.4,0,3.38,54.995,92.29,0.01
286,11-11-24 13:22,112.3,0,7.87,56.694,82.115,0
287,11-11-24 13:37,54.8,0,0,55.305,88.975,0
288,11-11-24 13:52,80,0,5.64,54.763,81.77,0
289,11-11-24 14:07,60.4,0,0,53.875,91.838,0
290,11-11-24 14:22,154.4,0,3.38,56.077,81.556,0
291,11-11-24 14:37,153,0,5.64,55.999,78.918,0
292,11-11-24 14:52,144.6,0,2.26,54.957,86.966,0
293,11-11-24 15:07,109.5,0,0,53.22,92.461,0
294,11-11-24 15:22,109.5,0,0,52.756,95.99,0.04
295,11-11-24 15:37,109.5,0,0,52.023,97.098,0
296,11-11-24 15:52,109.5,0,0,51.753,97.935,0
297,11-11-24 16:07,113.7,0,0,51.521,98.032,0
298,11-11-24 16:22,113.7,0,0,51.328,97.977,0
299,11-11-24 16:37,113.7,0,0,51.366,98.231,0
300,11-11-24 16:52,113.7,0,0,51.174,97.716,0
301,11-11-24 17:07,113.7,0,0,51.019,98.045,0
302,11-11-24 17:22,113.7,0,0,50.864,97.826,0
303,11-11-24 17:37,113.7,0,0,50.749,98.013,0
304,11-11-24 17:52,113.7,0,0,50.864,96.86,0
305,11-11-24 18:07,207.8,0,0,50.864,90.161,0
306,11-11-24 18:22,153,0,0,50.479,94.072,0
307,11-11-24 18:37,227.4,0,2.26,50.634,90.932,0
308,11-11-24 18:52,231.6,0,0,49.939,94.612,0
309,11-11-24 19:07,231.6,0,0,50.014,95.706,0
310,11-11-24 19:22,231.6,0,0,49.861,95.244,0
311,11-11-24 19:37,231.6,0,0,49.861,92.63,0
312,11-11-24 19:52,230.2,0,0,49.474,96.027,0
313,11-11-24 20:07,230.2,0,0,49.167,97.157,0
314,11-11-24 20:22,230.2,0,0,49.242,94.873,0
315,11-11-24 20:37,66,0,3.38,49.282,95.816,0
316,11-11-24 20:52,130.6,0,4.5,49.242,93.962,0
317,11-11-24 21:07,88.4,0,0,48.702,96.396,0
318,11-11-24 21:22,88.4,0,0,48.664,95.921,0
319,11-11-24 21:37,88.4,0,0,48.432,96.803,0
320,11-11-24 21:52,119.3,0,1.12,48.355,96.493,0
321,11-11-24 22:07,153,0,0,48.085,97.354,0
322,11-11-24 22:22,153,0,0,47.892,97.51,0.01
323,11-11-24 22:37,153,0,0,47.97,97.931,0
324,11-11-24 22:52,153,0,0,48.085,98.041,0
325,11-11-24 23:07,153,0,0,48.123,97.853,0
326,11-11-24 23:22,153,0,0,48.317,97.592,0
327,11-11-24 23:37,153,0,0,48.742,96.666,0
328,11-11-24 23:52,153,0,0,50.014,92.555,0
329,11-12-24 0:07,151.6,0,0,50.014,92.912,0
330,11-12-24 0:22,144.6,0,1.12,50.324,90.394,0
331,11-12-24 0:37,148.8,0,1.12,50.787,88.258,0
332,11-12-24 0:52,238.7,0,0,50.749,85.681,0
333,11-12-24 1:07,244.3,0,0,51.289,87.306,0
334,11-12-24 1:22,190.9,0,0,51.328,83.758,0
335,11-12-24 1:37,212,0,0,51.598,84.164,0
336,11-12-24 1:52,210.6,0,1.12,51.946,82.449,0
337,11-12-24 2:07,153,0,1.12,52.293,82.275,0
338,11-12-24 2:22,144.6,0,0,52.254,82.708,0
339,11-12-24 2:37,255.5,0,0,52.061,83.29,0
340,11-12-24 2:52,199.4,0,2.26,51.791,83.944,0
341,11-12-24 3:07,182.5,0,0,51.598,84.056,0
342,11-12-24 3:22,214.8,0,0,50.826,88.267,0
343,11-12-24 3:37,214.8,0,0,50.286,91.365,0
344,11-12-24 3:52,214.8,0,0,49.899,92.346,0
345,11-12-24 4:07,214.8,0,0,49.707,93.608,0
346,11-12-24 4:22,214.8,0,0,49.32,95.554,0
347,11-12-24 4:37,214.8,0,0,49.05,96.301,0
348,11-12-24 4:52,214.8,0,0,49.012,96.757,0
349,11-12-24 5:07,210.6,0,0,49.05,97.623,0
350,11-12-24 5:22,189.5,0,0,48.819,96.629,0
351,11-12-24 5:37,189.5,0,0,48.664,96.324,0
352,11-12-24 5:52,189.5,0,0,48.78,96.37,0
353,11-12-24 6:07,188.1,0,0,48.547,96.483,0
354,11-12-24 6:22,188.1,0,0,48.702,96.735,0
355,11-12-24 6:37,188.1,0,0,48.742,96.474,0
356,11-12-24 6:52,188.1,0,0,48.664,96.068,0
357,11-12-24 7:07,188.1,0,0,48.625,96.071,0
358,11-12-24 7:22,188.1,0,0,48.547,97.166,0
359,11-12-24 7:37,188.1,0,0,48.277,97.398,0
360,11-12-24 7:52,188.1,0,0,47.93,97.089,0
361,11-12-24 8:07,188.1,0,0,47.892,97.504,0
362,11-12-24 8:22,196.5,0,0,47.583,96.46,0
363,11-12-24 8:37,196.5,0,0,47.35,96.84,0
364,11-12-24 8:52,196.5,0,0,47.197,96.594,0
365,11-12-24 9:07,196.5,0,0,47.08,96.066,0
366,11-12-24 9:22,255.5,0,0,46.81,95.633,0
367,11-12-24 9:37,255.5,0,0,46.58,94.936,0
368,11-12-24 9:52,255.5,0,0,46.386,94.237,0
369,11-12-24 10:07,255.5,0,0,46.308,93.777,0
370,11-12-24 10:22,182.5,0,0,46.27,92.923,0
371,11-12-24 10:37,182.5,0,0,46.038,91.122,0
372,11-12-24 10:52,205,0,0,46.038,88.386,0
373,11-12-24 11:07,203.6,0,0,46.348,89.277,0
374,11-12-24 11:22,178.3,0,0,47.12,84.814,0
375,11-12-24 11:37,248.5,0,1.12,47.97,81.076,0
376,11-12-24 11:52,245.7,1.12,4.5,48.007,79.316,0
377,11-12-24 12:07,206.4,0,3.38,48.78,77.179,0
378,11-12-24 12:22,210.6,0,2.26,49.204,77.609,0
379,11-12-24 12:37,342.6,0,1.12,49.667,77.476,0
380,11-12-24 12:52,228.8,0,2.26,50.092,74.398,0
381,11-12-24 13:07,226,0,2.26,50.401,72.221,0
382,11-12-24 13:22,228.8,0,2.26,50.864,72.647,0
383,11-12-24 13:37,258.3,0,2.26,51.019,72.86,0
384,11-12-24 13:52,244.3,0,1.12,51.829,68.875,0
385,11-12-24 14:07,248.5,0,2.26,51.753,69.079,0
386,11-12-24 14:22,235.9,0,6.76,55.188,62.864,0
387,11-12-24 14:37,231.6,0,4.5,55.072,62.551,0
388,11-12-24 14:52,227.4,0,2.26,52.988,68.746,0
389,11-12-24 15:07,355.2,0,1.12,49.012,80.529,0
390,11-12-24 15:22,332.7,0,1.12,47.97,82.458,0
391,11-12-24 15:37,332.7,0,0,46.193,89.062,0
392,11-12-24 15:52,332.7,0,0,44.341,91.997,0
393,11-12-24 16:07,332.7,0,0,42.217,96.254,0
394,11-12-24 16:22,332.7,0,0,40.788,97.119,0
395,11-12-24 16:37,332.7,0,0,40.055,98.022,0
396,11-12-24 16:52,332.7,0,0,38.82,98.373,0
397,11-12-24 17:07,332.7,0,0,38.008,98.74,0
398,11-12-24 17:22,332.7,0,0,37.159,98.997,0
399,11-12-24 17:37,332.7,0,0,36.349,99.213,0
400,11-12-24 17:52,332.7,0,0,35.614,99.426,0
401,11-12-24 18:07,332.7,0,0,35.267,99.643,0
402,11-12-24 18:22,332.7,0,0,34.534,99.706,0
403,11-12-24 18:37,332.7,0,0,34.07,99.886,0
404,11-12-24 18:52,332.7,0,0,33.607,99.925,0
405,11-12-24 19:07,332.7,0,0,33.145,99.985,0
406,11-12-24 19:22,332.7,0,0,32.565,99.997,0
407,11-12-24 19:37,332.7,0,0,32.295,99.997,0
408,11-12-24 19:52,332.7,0,0,32.68,99.997,0
409,11-12-24 20:07,332.7,0,0,33.028,99.997,0
410,11-12-24 20:22,332.7,0,0,32.797,99.997,0
411,11-12-24 20:37,332.7,0,0,32.565,99.997,0
412,11-12-24 20:52,332.7,0,0,32.45,99.997,0
413,11-12-24 21:07,332.7,0,0,32.14,99.997,0
414,11-12-24 21:22,332.7,0,0,32.103,99.997,0
415,11-12-24 21:37,332.7,0,0,31.638,99.997,0
416,11-12-24 21:52,332.7,0,0,31.446,99.997,0
417,11-12-24 22:07,332.7,0,0,31.33,99.997,0
418,11-12-24 22:22,331.3,0,0,31.176,99.997,0
419,11-12-24 22:37,331.3,0,0,30.751,99.997,0
420,11-12-24 22:52,331.3,0,0,31.059,99.997,0
421,11-12-24 23:07,331.3,0,0,31.136,99.997,0
422,11-12-24 23:22,331.3,0,0,31.678,99.997,0
423,11-12-24 23:37,331.3,0,0,33.028,98.466,0
424,11-12-24 23:52,331.3,0,0,36.117,95.747,0
425,11/13/24 12:07:07 AM,240.1,0,0,41.754,93.027,0
426,11/13/24 12:22:07 AM,202.2,0,0,48.317,81.996,0
427,11/13/24 12:37:07 AM,200.8,0,1.12,53.645,75.015,0
428,11/13/24 12:52:07 AM,196.5,0,1.12,58.894,65.977,0
429,11/13/24 01:07:07 AM,196.5,0,1.12,63.064,49.972,0
430,11/13/24 01:22:07 AM,171.3,0,2.26,66.191,46.238,0
431,11/13/24 01:37:07 AM,154.4,0,4.5,68.315,34.96,0
432,11/13/24 01:52:07 AM,141.8,0,4.5,69.01,30.712,0
433,11/13/24 02:07:07 AM,199.4,0,1.12,69.859,33.01,0
434,11/13/24 02:22:07 AM,339.7,0,3.38,68.353,39.379,0
435,11/13/24 02:37:07 AM,332.7,0,1.12,65.534,54.047,0
436,11/13/24 02:52:07 AM,338.3,0,0,61.018,61.77,0
437,11/13/24 03:07:07 AM,345.4,0,2.26,58.469,67.523,0
438,11/13/24 03:22:07 AM,336.9,0,0,57.274,72.86,0
439,11/13/24 03:37:07 AM,352.4,0,0,54.415,81.125,0
440,11/13/24 03:52:07 AM,352.4,0,0,50.169,88.188,0
