Plot Title: Cowan Cummunity Center,,,,,,,,,,,,,
#,"Date Time, GMT-05:00","Wind Direction, ø (LGR S/N: 21920235, SEN S/N: 21873582)","Wind Speed, mph (LGR S/N: 21920235, SEN S/N: 21877366)","Gust Speed, mph (LGR S/N: 21920235, SEN S/N: 21877366)","Temp, °F (LGR S/N: 21920235, SEN S/N: 21901390)","RH, % (LGR S/N: 21920235, SEN S/N: 21901390)","Rain, in (LGR S/N: 21920235, SEN S/N: 21920227)","Wind Direction, ø (LGR S/N: 21920235, SEN S/N: 21873582)","Wind Speed, mph (LGR S/N: 21920235, SEN S/N: 21877366)","Gust Speed, mph (LGR S/N: 21920235, SEN S/N: 21877366)","Temp, °F (LGR S/N: 21920235, SEN S/N: 21901390)","RH, % (LGR S/N: 21920235, SEN S/N: 21901390)","Rain, in (LGR S/N: 21920235, SEN S/N: 21920227)"
72,11-09-24 7:52,44.9,1.12,11.25,65.921,51.167,0,310.3,0,6.76,64.492,53.254,0
73,11-09-24 8:07,32.3,1.12,10.13,64.492,57.873,0,18.3,0,4.5,61.48,65.458,0
74,11-09-24 8:22,349.6,0,5.64,62.91,61.132,0,25.3,0,2.26,61.405,64.707,0
75,11-09-24 8:37,32.3,0,3.38,60.555,68.983,0,14,0,2.26,60.246,68.522,0
76,11-09-24 8:52,0,0,5.64,62.562,60.443,0,8.4,0,2.26,60.786,66.49,0
77,11-09-24 9:07,46.3,0,1.12,60.825,66.081,0,46.3,0,2.26,60.555,67.372,0
78,11-09-24 9:22,2.8,0,10.13,63.644,53.973,0,4.2,1.12,12.39,62.562,61.979,0
79,11-09-24 9:37,33.7,0,4.5,62.33,61.079,0,346.8,0,4.5,63.334,57.067,0
80,11-09-24 9:52,11.2,0,2.26,62.33,62.036,0,349.6,0,2.26,61.443,64.984,0
81,11-09-24 10:07,349.6,0,1.12,60.208,69.406,0,280.8,0,2.26,59.898,70.216,0
82,11-09-24 10:22,4.2,0,2.26,60.053,68.969,0,351,0,5.64,62.175,64.356,0
83,11-09-24 10:37,14,0,3.38,62.022,62.251,0,15.4,0,4.5,63.372,56.783,0
84,11-09-24 10:52,16.8,0,9.01,65.304,53.983,0,2.8,1.12,6.76,64.184,53.745,0
85,11-09-24 11:07,19.7,1.12,9.01,64.956,57.594,0,77.2,2.26,10.13,66.848,49.61,0
86,11-09-24 11:22,223.2,2.26,13.51,66.771,49.523,0,181.1,2.26,10.13,68.468,50.5,0
87,11-09-24 11:37,164.3,2.26,9.01,68.392,48.182,0,116.5,2.26,11.25,67.735,49.433,0
88,11-09-24 11:52,342.6,0,5.64,68.43,52.587,0,53.3,0,3.38,68.315,54.481,0
89,11-09-24 12:07,136.2,1.12,11.25,67.698,51.53,0,32.3,1.12,7.87,68.198,53.194,0
90,11-09-24 12:22,314.5,0,6.76,68.932,54.577,0,73,0,6.76,70.322,51.539,0
91,11-09-24 12:37,99.7,1.12,9.01,70.322,51.542,0,165.7,2.26,11.25,69.588,52.471,0
92,11-09-24 12:52,80,1.12,9.01,70.012,53.819,0,66,1.12,9.01,69.588,55.663,0
93,11-09-24 13:07,92.7,0,6.76,70.284,55.563,0,101.1,2.26,9.01,71.056,53.094,0
94,11-09-24 13:22,95.5,1.12,6.76,71.866,54.519,0,59,0,5.64,72.252,51.269,0
95,11-09-24 13:37,101.1,1.12,10.13,71.557,52.824,0,141.8,0,5.64,72.329,52.37,0
96,11-09-24 13:52,169.9,1.12,7.87,72.754,52.789,0,110.9,1.12,6.76,72.909,51.914,0
97,11-09-24 14:07,96.9,0,6.76,71.827,52.999,0,101.1,2.26,6.76,72.174,53.159,0
98,11-09-24 14:22,137.6,1.12,9.01,72.946,52.02,0,95.5,1.12,9.01,72.406,52.018,0
99,11-09-24 14:37,122.1,1.12,10.13,72.252,53.938,0,137.6,1.12,9.01,71.827,55.251,0
100,11-09-24 14:52,108.1,2.26,7.87,71.132,54.839,0,106.7,1.12,7.87,71.094,56.863,0
101,11-09-24 15:07,101.1,1.12,9.01,71.056,56.976,0,46.3,0,4.5,70.632,58.602,0
102,11-09-24 15:22,147.4,0,4.5,70.167,61.569,0,75.8,0,5.64,69.742,60.25,0
103,11-09-24 15:37,82.8,0,1.12,67.35,68.251,0,108.1,0,4.5,67.581,65.661,0
104,11-09-24 15:52,112.3,0,2.26,66.578,69.029,0,271,0,6.76,67.465,66.68,0
105,11-09-24 16:07,144.6,0,3.38,67.388,66.854,0,207.8,0,5.64,66.461,68.754,0
106,11-09-24 16:22,198,0,1.12,64.531,72.439,0,268.1,0,1.12,63.025,76.077,0
107,11-09-24 16:37,300.4,0,1.12,62.677,77.087,0,348.2,0,11.25,64.261,71.388,0
108,11-09-24 16:52,150.2,0,3.38,65.304,68.879,0,168.5,0,5.64,66.693,66.934,0
109,11-09-24 17:07,235.9,0,2.26,65.574,69.052,0,154.4,0,6.76,67.311,66.435,0
110,11-09-24 17:22,154.4,0,5.64,67.388,66.392,0,162.9,1.12,6.76,67.813,66.384,0
111,11-09-24 17:37,154.4,1.12,7.87,67.465,67.456,0,144.6,0,5.64,66.191,70.367,0
112,11-09-24 17:52,122.1,0,1.12,63.837,75.734,0,122.1,0,2.26,63.18,78.018,0
113,11-09-24 18:07,171.3,0,9.01,66.808,70.394,0,164.3,0,4.5,66.654,70.596,0
114,11-09-24 18:22,150.2,0,6.76,66.808,70.175,0,178.3,0,5.64,66.616,72.01,0
115,11-09-24 18:37,164.3,0,4.5,66.306,72.221,0,91.3,0,5.64,62.91,86.99,0.02
116,11-09-24 18:52,126.4,0,1.12,60.708,94.301,0,355.2,0,3.38,60.361,96.089,0.01
117,11-09-24 19:07,349.6,0,6.76,60.4,95.608,0,16.8,0,5.64,60.4,96.379,0
118,11-09-24 19:22,348.2,0,3.38,60.361,96.895,0,0,0,4.5,60.323,97.11,0
119,11-09-24 19:37,22.5,0,4.5,63.102,86.957,0,18.3,0,3.38,60.633,96.31,0
120,11-09-24 19:52,18.3,0,2.26,60.555,97.066,0,7,0,2.26,60.516,97.421,0
121,11-09-24 20:07,18.3,0,1.12,60.516,97.902,0.04,28.1,0,0,60.516,98.096,0.01
122,11-09-24 20:22,28.1,0,0,60.516,98.328,0,28.1,0,0,60.555,98.462,0
123,11-09-24 20:37,28.1,0,0,60.4,98.506,0,29.5,0,0,60.285,98.575,0
124,11-09-24 20:52,29.5,0,0,60.361,98.737,0,29.5,0,0,60.361,98.883,0.06
125,11-09-24 21:07,29.5,0,2.26,60.555,99.126,0.04,193.7,0,1.12,60.67,99.025,0.04
126,11-09-24 21:22,193.7,0,0,60.516,99.088,0,193.7,0,0,60.555,99.202,0.01
127,11-09-24 21:37,193.7,0,0,60.478,99.226,0.01,193.7,0,0,60.516,99.332,0
128,11-09-24 21:52,193.7,0,0,60.478,99.394,0,193.7,0,0,60.438,99.435,0
129,11-09-24 22:07,193.7,0,0,60.438,99.414,0,193.7,0,0,60.285,99.501,0
130,11-09-24 22:22,193.7,0,0,60.053,99.496,0,193.7,0,0,60.013,99.5,0
131,11-09-24 22:37,193.7,0,0,59.86,99.577,0,193.7,0,0,59.821,99.629,0
132,11-09-24 22:52,193.7,0,0,59.938,99.628,0,193.7,0,0,59.976,99.646,0
133,11-09-24 23:07,193.7,0,0,60.246,99.619,0,193.7,0,0,60.323,99.568,0
134,11-09-24 23:22,193.7,0,0,60.438,99.474,0,193.7,0,0,61.018,98.955,0
135,11-09-24 23:37,193.7,0,0,61.018,97.633,0,193.7,0,0,61.558,97.188,0
136,11-09-24 23:52,193.7,0,0,61.405,96.832,0,193.7,0,0,62.794,92.83,0
137,11-10-24 0:07,172.7,0,2.26,64.686,85.411,0,134.8,0,4.5,66.268,76.963,0
138,11-10-24 0:22,182.5,0,6.76,68.893,71.667,0,150.2,1.12,4.5,69.087,66.58,0
139,11-10-24 0:37,175.5,0,4.5,66.731,72.331,0,136.2,0,2.26,67.773,69.598,0
140,11-10-24 0:52,181.1,0,5.64,65.728,71.447,0,238.7,0,3.38,66.036,67.189,0
141,11-10-24 1:07,223.2,0,5.64,68.353,63.038,0,193.7,0,6.76,67.195,60.722,0
142,11-10-24 1:22,199.4,0,2.26,69.742,60.703,0,190.9,1.12,7.87,71.172,51.29,0
143,11-10-24 1:37,212,1.12,7.87,71.519,50.347,0,160,1.12,7.87,69.048,54.263,0
144,11-10-24 1:52,147.4,0,3.38,68.43,54.903,0,168.5,0,6.76,71.634,49.525,0
145,11-10-24 2:07,54.8,0,4.5,68.932,52.546,0,355.2,0,3.38,72.871,45.866,0
146,11-10-24 2:22,217.6,0,5.64,72.871,44.909,0,205,1.12,5.64,71.751,47.35,0
147,11-10-24 2:37,150.2,0,4.5,71.404,48.151,0,186.7,0,9.01,70.284,48.183,0
148,11-10-24 2:52,262.5,0,3.38,66.731,58.106,0,327.1,0,3.38,66.731,57.192,0
149,11-10-24 3:07,322.9,0,2.26,65.226,56.724,0,344,0,1.12,63.334,62.741,0
150,11-10-24 3:22,0,0,2.26,61.21,71.008,0,349.6,0,2.26,60.208,74.716,0
151,11-10-24 3:37,352.4,0,1.12,58.818,79.016,0,352.4,0,0,57.504,82.179,0
152,11-10-24 3:52,352.4,0,0,56.424,85.19,0,352.4,0,0,55.42,86.256,0
153,11-10-24 4:07,352.4,0,0,54.34,88.962,0,352.4,0,0,53.528,90.234,0
154,11-10-24 4:22,352.4,0,0,52.678,91.17,0,352.4,0,0,52.138,92.607,0
155,11-10-24 4:37,352.4,0,0,51.791,92.044,0,352.4,0,0,51.019,94.441,0
156,11-10-24 4:52,352.4,0,0,50.594,94.965,0,352.4,0,0,49.977,95.07,0
157,11-10-24 5:07,351,0,0,49.437,95.72,0,351,0,0,48.934,95.935,0
158,11-10-24 5:22,351,0,0,48.547,96.396,0,351,0,0,48.432,97.02,0
159,11-10-24 5:37,351,0,0,48.085,97.151,0,351,0,0,47.622,97.345,0
160,11-10-24 5:52,351,0,0,47.428,97.746,0,351,0,0,46.927,97.943,0
161,11-10-24 6:07,352.4,0,0,46.773,98.195,0,352.4,0,0,46.463,98.355,0
162,11-10-24 6:22,352.4,0,0,46.308,98.524,0,352.4,0,0,45.961,98.471,0
163,11-10-24 6:37,352.4,0,0,45.73,98.535,0,352.4,0,0,45.536,98.799,0
164,11-10-24 6:52,352.4,0,0,45.189,98.868,0,352.4,0,0,44.841,98.817,0
165,11-10-24 7:07,352.4,0,0,44.688,99.007,0,352.4,0,0,44.379,99.066,0
166,11-10-24 7:22,352.4,0,0,44.688,99.348,0,352.4,0,0,44.958,99.257,0
167,11-10-24 7:37,352.4,0,0,44.571,99.284,0,352.4,0,0,44.186,99.28,0
168,11-10-24 7:52,352.4,0,0,43.954,99.281,0,352.4,0,0,43.569,99.339,0
169,11-10-24 8:07,352.4,0,0,43.182,99.405,0,352.4,0,0,43.104,99.542,0
170,11-10-24 8:22,352.4,0,0,42.602,99.538,0,352.4,0,0,42.409,99.609,0
171,11-10-24 8:37,352.4,0,0,42.526,99.747,0,352.4,0,0,42.139,99.765,0
172,11-10-24 8:52,352.4,0,0,41.947,99.762,0,352.4,0,0,41.677,99.863,0
173,11-10-24 9:07,352.4,0,0,41.29,99.844,0,352.4,0,0,41.175,99.973,0
174,11-10-24 9:22,352.4,0,0,41.02,99.954,0,352.4,0,0,40.827,99.997,0
175,11-10-24 9:37,352.4,0,0,40.75,99.997,0,352.4,0,0,40.788,99.997,0
176,11-10-24 9:52,352.4,0,0,40.788,99.997,0,352.4,0,0,41.407,99.997,0
177,11-10-24 10:07,352.4,0,0,42.255,99.997,0,352.4,0,0,42.874,99.997,0
178,11-10-24 10:22,352.4,0,0,43.221,99.997,0,352.4,0,0,43.221,99.748,0
179,11-10-24 10:37,352.4,0,0,43.606,99.719,0,352.4,0,0,44.069,99.527,0
180,11-10-24 10:52,352.4,0,0,44.263,98.764,0,352.4,0,0,44.764,98.708,0
181,11-10-24 11:07,352.4,0,0,45.151,98.502,0,352.4,0,0,45.923,97.893,0
182,11-10-24 11:22,352.4,0,0,46.386,97.176,0,352.4,0,1.12,46.888,94.841,0
183,11-10-24 11:37,352.4,0,1.12,47.622,91.051,0,345.4,0,2.26,48.625,88.833,0
184,11-10-24 11:52,301.8,0,2.26,49.629,84.077,0,258.3,0,3.38,49.977,83.767,0
185,11-10-24 12:07,226,0,3.38,50.517,79.597,0,266.7,0,3.38,53.335,73.663,0
186,11-10-24 12:22,252.7,0,4.5,55.035,69.461,0,210.6,0,4.5,57.312,64.7,0
187,11-10-24 12:37,241.5,0,3.38,58.624,61.787,0,178.3,0,4.5,57.466,61.457,0
188,11-10-24 12:52,162.9,0,5.64,59.513,58.845,0,233.1,0,5.64,60.13,57.801,0
189,11-10-24 13:07,233.1,0,4.5,60.4,58.532,0,160,0,5.64,58.276,59.136,0
190,11-10-24 13:22,254.1,0,3.38,58.624,55.831,0,205,0,7.87,58.239,52.491,0
191,11-10-24 13:37,210.6,1.12,7.87,58.818,56.982,0,238.7,1.12,6.76,60.633,51.15,0
192,11-10-24 13:52,223.2,0,4.5,61.133,49.853,0,140.4,0,6.76,61.79,48.463,0
193,11-10-24 14:07,314.5,0,6.76,61.558,47.646,0,195.1,0,4.5,62.987,45.536,0
194,11-10-24 14:22,247.1,0,2.26,63.489,44.996,0,164.3,0,3.38,62.717,46.792,0
195,11-10-24 14:37,202.2,0,4.5,62.447,46.654,0,224.6,0,4.5,61.983,47.698,0
196,11-10-24 14:52,285,1.12,9.01,59.898,46.6,0,248.5,1.12,6.76,58.239,50.871,0
197,11-10-24 15:07,247.1,0,3.38,57.582,47.616,0,271,0,4.5,55.15,58.689,0
198,11-10-24 15:22,348.2,0,2.26,54.03,60.209,0,2.8,0,3.38,53.181,65.183,0
199,11-10-24 15:37,14,0,1.12,51.444,71.267,0,0,0,0,50.131,74.839,0
200,11-10-24 15:52,0,0,0,48.819,77.385,0,0,0,0,47.12,82.429,0
201,11-10-24 16:07,0,0,0,46.038,84.338,0,0,0,0,45.113,86.654,0
202,11-10-24 16:22,0,0,0,44.379,87.379,0,0,0,0,43.722,88.458,0
203,11-10-24 16:37,0,0,0,42.989,89.737,0,0,0,0,42.449,90.867,0
204,11-10-24 16:52,0,0,0,41.869,91.724,0,0,0,0,41.329,91.562,0
205,11-10-24 17:07,0,0,0,40.982,93.452,0,0,0,0,40.557,92.816,0
206,11-10-24 17:22,0,0,0,40.132,93.823,0,0,0,0,39.63,94.414,0
207,11-10-24 17:37,0,0,0,39.128,94.894,0,0,0,0,38.665,95.764,0
208,11-10-24 17:52,0,0,0,38.781,95.981,0,1.4,0,1.12,38.511,95.276,0
209,11-10-24 18:07,1.4,0,0,38.471,94.981,0,1.4,0,0,38.163,95.787,0
210,11-10-24 18:22,1.4,0,0,37.623,95.976,0,1.4,0,0,37.236,97.009,0
211,11-10-24 18:37,1.4,0,0,36.928,97.44,0,1.4,0,0,36.657,97.302,0
212,11-10-24 18:52,1.4,0,0,36.079,97.675,0,1.4,0,0,36.309,98.163,0
213,11-10-24 19:07,1.4,0,0,36.309,98.291,0,1.4,0,0,35.962,98.291,0
214,11-10-24 19:22,1.4,0,0,35.769,98.508,0,1.4,0,0,35.577,98.547,0
215,11-10-24 19:37,1.4,0,0,35.307,98.663,0,1.4,0,0,35.19,98.923,0
216,11-10-24 19:52,1.4,0,0,35.499,99.062,0,1.4,0,0,35.614,98.856,0
217,11-10-24 20:07,209.2,0,1.12,35.307,98.428,0,221.8,0,0,35.461,98.589,0
218,11-10-24 20:22,224.6,0,1.12,35.307,98.534,0,224.6,0,1.12,35.384,98.373,0
219,11-10-24 20:37,226,0,0,35.422,98.396,0,216.2,0,0,35.229,98.352,0
220,11-10-24 20:52,219,0,0,35.037,98.585,0,262.5,0,1.12,34.997,98.694,0
221,11-10-24 21:07,235.9,0,0,34.65,98.567,0,235.9,0,1.12,34.612,98.781,0
222,11-10-24 21:22,235.9,0,1.12,34.534,98.982,0,235.9,0,1.12,34.495,98.685,0
223,11-10-24 21:37,220.4,0,0,34.187,98.68,0,220.4,0,0,33.877,98.988,0
224,11-10-24 21:52,220.4,0,0,33.877,99.139,0,220.4,0,0,33.762,98.987,0
225,11-10-24 22:07,220.4,0,0,33.723,99.252,0,220.4,0,0,33.84,99.322,0
226,11-10-24 22:22,220.4,0,0,33.8,99.234,0,220.4,0,0,33.84,99.229,0
227,11-10-24 22:37,220.4,0,0,33.685,99.303,0,220.4,0,1.12,33.994,99.376,0
228,11-10-24 22:52,244.3,0,0,34.342,99.254,0,245.7,0,0,34.572,99.152,0
229,11-10-24 23:07,240.1,0,0,34.804,98.819,0,240.1,0,0,34.92,99.202,0
230,11-10-24 23:22,240.1,0,0,35.307,98.84,0,235.9,0,0,35.884,98.379,0
231,11-10-24 23:37,231.6,0,0,37.276,97.124,0,203.6,0,2.26,40.982,93.248,0
232,11-10-24 23:52,189.5,0,3.38,45.73,86.101,0,171.3,0,2.26,51.019,82.115,0
233,11-11-24 0:07,175.5,0,2.26,54.687,72.935,0,95.5,0,2.26,60.13,61.416,0
234,11-11-24 0:22,355.2,0,6.76,63.797,42.461,0,262.5,1.12,12.39,66.501,37.053,0
235,11-11-24 0:37,230.2,1.12,6.76,66.578,38.528,0,241.5,1.12,10.13,67.35,39.371,0
236,11-11-24 0:52,189.5,1.12,11.25,67.311,35.921,0,223.2,1.12,10.13,69.165,36.274,0
237,11-11-24 1:07,219,1.12,7.87,68.083,36.356,0,189.5,0,5.64,68.43,36.022,0
238,11-11-24 1:22,220.4,0,5.64,67.195,37.099,0,238.7,0,7.87,70.785,33.774,0
239,11-11-24 1:37,265.3,1.12,6.76,70.052,33.129,0,269.6,0,6.76,68.817,35.312,0
240,11-11-24 1:52,268.1,1.12,6.76,69.165,34.343,0,249.9,1.12,10.13,72.021,31.783,0
241,11-11-24 2:07,224.6,1.12,7.87,70.707,31.655,0,200.8,1.12,6.76,68.353,34.928,0
242,11-11-24 2:22,255.5,0,5.64,67.465,35.148,0,290.6,1.12,5.64,67.658,34.701,0
243,11-11-24 2:37,9.8,1.12,5.64,67.001,34.659,0,238.7,0,5.64,67.195,34.755,0
244,11-11-24 2:52,165.7,0,4.5,66.384,35.282,0,286.4,0,5.64,65.496,37.733,0
245,11-11-24 3:07,2.8,0,3.38,64.144,40.282,0,40.7,0,2.26,62.794,43.38,0
246,11-11-24 3:22,26.7,0,5.64,62.677,41.109,0,35.1,0,2.26,61.675,47.605,0
247,11-11-24 3:37,317.3,0,1.12,59.166,51.514,0,9.8,0,1.12,56.887,57.623,0
248,11-11-24 3:52,251.3,0,1.12,55.112,61.678,0,238.7,0,6.76,54.763,62.322,0
249,11-11-24 4:07,64.6,0,4.5,54.84,62.162,0,258.3,0,3.38,54.262,62.309,0
250,11-11-24 4:22,240.1,0,1.12,53.451,65.217,0,255.5,0,2.26,53.258,65.921,0
251,11-11-24 4:37,12.6,0,3.38,55.035,59.91,0,11.2,1.12,6.76,58.741,48.997,0
252,11-11-24 4:52,318.7,0,3.38,54.995,56.893,0,182.5,1.12,6.76,60.786,37.012,0
253,11-11-24 5:07,94.1,2.26,11.25,61.945,35.268,0,289.2,2.26,11.25,61.558,36.097,0
254,11-11-24 5:22,313.1,1.12,9.01,61.983,34.868,0,332.7,0,5.64,60.593,34.479,0
255,11-11-24 5:37,308.9,1.12,11.25,60.863,34.17,0,23.9,0,7.87,57.736,43.288,0
256,11-11-24 5:52,327.1,1.12,7.87,59.011,40.534,0,7,0,4.5,56.655,43.902,0
257,11-11-24 6:07,336.9,1.12,11.25,60.361,30.97,0,28.1,1.12,7.87,59.666,29.12,0
258,11-11-24 6:22,351,0,3.38,58.239,33.602,0,353.8,1.12,9.01,59.126,28.487,0
259,11-11-24 6:37,348.2,1.12,10.13,59.319,25.196,0,9.8,1.12,7.87,59.126,27.028,0
260,11-11-24 6:52,71.6,1.12,7.87,58.741,26.571,0,18.3,1.12,7.87,57.929,27.266,0
